InvoiceID,date,CustomerID,product_id,quantity
536381,2014-12-01,15311,3377,6
536381,2014-12-01,15311,2486,3
536381,2014-12-01,15311,3559,2
536381,2014-12-01,15311,1221,1
536381,2014-12-01,15311,4030,1
536381,2014-12-01,15311,661,1
536381,2014-12-01,15311,2916,1
536381,2014-12-01,15311,3182,2
536381,2014-12-01,15311,1121,2
536381,2014-12-01,15311,1122,2
536381,2014-12-01,15311,666,4
536381,2014-12-01,15311,452,1
536381,2014-12-01,15311,267,1
536381,2014-12-01,15311,2867,2
536381,2014-12-01,15311,1477,3
536381,2014-12-01,15311,1588,36
536381,2014-12-01,15311,1050,10
536382,2014-12-01,16098,1752,12
536382,2014-12-01,16098,3761,8
536382,2014-12-01,16098,745,12
536382,2014-12-01,16098,1839,10
536382,2014-12-01,16098,2784,10
536382,2014-12-01,16098,3597,50
536382,2014-12-01,16098,174,8
536382,2014-12-01,16098,135,4
536382,2014-12-01,16098,1760,12
536382,2014-12-01,16098,43,2
536382,2014-12-01,16098,44,2
536382,2014-12-01,16098,3067,4
536384,2014-12-01,18074,3901,3
536384,2014-12-01,18074,845,48
536384,2014-12-01,18074,1632,12
536384,2014-12-01,18074,1630,6
536384,2014-12-01,18074,2219,12
536384,2014-12-01,18074,1666,40
536384,2014-12-01,18074,1665,40
536384,2014-12-01,18074,3858,6
536384,2014-12-01,18074,818,2
536384,2014-12-01,18074,889,4
536384,2014-12-01,18074,1171,3
536384,2014-12-01,18074,1170,6
536384,2014-12-01,18074,1167,8
536385,2014-12-01,17420,3067,1
536385,2014-12-01,17420,1794,12
536385,2014-12-01,17420,1795,6
536385,2014-12-01,17420,1822,10
536385,2014-12-01,17420,3600,12
536385,2014-12-01,17420,2293,2
536385,2014-12-01,17420,2015,10
536386,2014-12-01,16029,3883,36
536386,2014-12-01,16029,1816,100
536386,2014-12-01,16029,1828,100
536387,2014-12-01,16029,738,192
536387,2014-12-01,16029,1975,192
536387,2014-12-01,16029,3916,192
536387,2014-12-01,16029,1205,432
536387,2014-12-01,16029,2867,432
536388,2014-12-01,16250,1703,3
536388,2014-12-01,16250,1998,3
536388,2014-12-01,16250,1050,2
536388,2014-12-01,16250,1705,3
536388,2014-12-01,16250,1444,3
536388,2014-12-01,16250,1271,6
536388,2014-12-01,16250,1632,12
536388,2014-12-01,16250,205,12
536388,2014-12-01,16250,1381,12
536388,2014-12-01,16250,1717,12
536388,2014-12-01,16250,1380,12
536388,2014-12-01,16250,2964,4
536388,2014-12-01,16250,1666,12
536388,2014-12-01,16250,79,12
536389,2014-12-01,12431,765,6
536389,2014-12-01,12431,3765,8
536389,2014-12-01,12431,3730,12
536389,2014-12-01,12431,3124,6
536389,2014-12-01,12431,3126,4
536389,2014-12-01,12431,2854,6
536389,2014-12-01,12431,388,3
536389,2014-12-01,12431,2796,2
536389,2014-12-01,12431,135,4
536389,2014-12-01,12431,139,4
536389,2014-12-01,12431,418,2
536389,2014-12-01,12431,1757,2
536389,2014-12-01,12431,1908,24
536389,2014-12-01,12431,3378,24
536390,2014-12-01,17511,765,2
536390,2014-12-01,17511,1795,12
536390,2014-12-01,17511,1794,12
536390,2014-12-01,17511,1793,48
536390,2014-12-01,17511,1792,48
536390,2014-12-01,17511,2966,8
536390,2014-12-01,17511,1626,144
536390,2014-12-01,17511,2413,40
536390,2014-12-01,17511,1002,288
536390,2014-12-01,17511,3851,64
536390,2014-12-01,17511,3393,100
536390,2014-12-01,17511,1916,50
536390,2014-12-01,17511,2916,12
536390,2014-12-01,17511,3226,96
536390,2014-12-01,17511,3272,96
536390,2014-12-01,17511,3271,48
536390,2014-12-01,17511,2687,144
536390,2014-12-01,17511,976,40
536390,2014-12-01,17511,2914,24
536390,2014-12-01,17511,1873,24
536390,2014-12-01,17511,1182,24
536390,2014-12-01,17511,2487,48
536390,2014-12-01,17511,1717,96
536390,2014-12-01,17511,1828,100
536392,2014-12-01,13705,42,6
536392,2014-12-01,13705,3195,4
536392,2014-12-01,13705,3606,12
536392,2014-12-01,13705,3911,12
536392,2014-12-01,13705,2999,1
536392,2014-12-01,13705,2445,12
536392,2014-12-01,13705,2442,12
536392,2014-12-01,13705,2496,4
536392,2014-12-01,13705,209,16
536392,2014-12-01,13705,3475,24
536393,2014-12-01,13747,2915,8
536394,2014-12-01,13408,1209,24
536394,2014-12-01,13408,1609,96
536394,2014-12-01,13408,1608,96
536394,2014-12-01,13408,1604,96
536394,2014-12-01,13408,1607,96
536394,2014-12-01,13408,2914,12
536394,2014-12-01,13408,1009,12
536394,2014-12-01,13408,833,48
536394,2014-12-01,13408,1598,12
536394,2014-12-01,13408,3851,32
536394,2014-12-01,13408,3623,20
536395,2014-12-01,13767,365,8
536395,2014-12-01,13767,209,32
536395,2014-12-01,13767,2361,24
536395,2014-12-01,13767,100,24
536395,2014-12-01,13767,2363,24
536395,2014-12-01,13767,706,8
536395,2014-12-01,13767,3372,8
536395,2014-12-01,13767,136,4
536395,2014-12-01,13767,139,8
536395,2014-12-01,13767,137,8
536395,2014-12-01,13767,135,8
536395,2014-12-01,13767,1729,8
536395,2014-12-01,13767,1603,48
536395,2014-12-01,13767,1608,48
536396,2014-12-01,17850,3851,6
536396,2014-12-01,17850,3859,6
536396,2014-12-01,17850,885,8
536396,2014-12-01,17850,1121,6
536396,2014-12-01,17850,1124,6
536396,2014-12-01,17850,2895,6
536396,2014-12-01,17850,3031,6
536396,2014-12-01,17850,3700,6
536396,2014-12-01,17850,3701,6
536396,2014-12-01,17850,3899,2
536396,2014-12-01,17850,3902,4
536396,2014-12-01,17850,3917,6
536396,2014-12-01,17850,3913,12
536396,2014-12-01,17850,1873,6
536396,2014-12-01,17850,2871,6
536396,2014-12-01,17850,3085,2
536396,2014-12-01,17850,1758,2
536396,2014-12-01,17850,1487,6
536397,2014-12-01,17924,3120,12
536397,2014-12-01,17924,3124,48
536398,2014-12-01,13448,2334,24
536398,2014-12-01,13448,2836,6
536398,2014-12-01,13448,244,4
536398,2014-12-01,13448,2503,8
536398,2014-12-01,13448,3085,6
536398,2014-12-01,13448,1049,2
536398,2014-12-01,13448,1607,12
536398,2014-12-01,13448,1608,12
536398,2014-12-01,13448,1604,12
536398,2014-12-01,13448,3493,12
536398,2014-12-01,13448,2552,12
536398,2014-12-01,13448,3284,6
536398,2014-12-01,13448,1729,4
536398,2014-12-01,13448,1726,8
536398,2014-12-01,13448,746,9
536398,2014-12-01,13448,3866,4
536398,2014-12-01,13448,3040,9
536399,2014-12-01,17850,1606,6
536399,2014-12-01,17850,1609,6
536400,2014-12-01,13448,1717,12
536401,2014-12-01,15862,320,1
536401,2014-12-01,15862,523,1
536401,2014-12-01,15862,3352,2
536401,2014-12-01,15862,2489,1
536401,2014-12-01,15862,3285,1
536401,2014-12-01,15862,2498,1
536401,2014-12-01,15862,3020,1
536401,2014-12-01,15862,3036,2
536401,2014-12-01,15862,270,1
536401,2014-12-01,15862,1794,4
536401,2014-12-01,15862,1937,1
536401,2014-12-01,15862,3663,1
536401,2014-12-01,15862,3152,2
536401,2014-12-01,15862,3151,2
536401,2014-12-01,15862,3633,2
536401,2014-12-01,15862,1207,1
536401,2014-12-01,15862,2151,1
536401,2014-12-01,15862,1003,1
536401,2014-12-01,15862,3311,3
536401,2014-12-01,15862,1878,1
536401,2014-12-01,15862,2092,1
536401,2014-12-01,15862,4005,2
536401,2014-12-01,15862,1063,1
536401,2014-12-01,15862,281,1
536401,2014-12-01,15862,1865,1
536401,2014-12-01,15862,3588,2
536401,2014-12-01,15862,2095,4
536401,2014-12-01,15862,1741,2
536401,2014-12-01,15862,1582,1
536401,2014-12-01,15862,3221,1
536401,2014-12-01,15862,3063,1
536401,2014-12-01,15862,100,3
536401,2014-12-01,15862,3201,1
536401,2014-12-01,15862,3200,1
536401,2014-12-01,15862,3214,2
536401,2014-12-01,15862,3027,3
536401,2014-12-01,15862,190,1
536401,2014-12-01,15862,3492,1
536401,2014-12-01,15862,373,2
536401,2014-12-01,15862,3477,2
536401,2014-12-01,15862,3422,2
536401,2014-12-01,15862,2605,1
536401,2014-12-01,15862,2912,1
536401,2014-12-01,15862,868,2
536401,2014-12-01,15862,1803,9
536401,2014-12-01,15862,2015,1
536401,2014-12-01,15862,3851,4
536401,2014-12-01,15862,600,3
536401,2014-12-01,15862,3899,1
536401,2014-12-01,15862,212,1
536401,2014-12-01,15862,2018,1
536401,2014-12-01,15862,2021,2
536401,2014-12-01,15862,2027,1
536401,2014-12-01,15862,2017,1
536401,2014-12-01,15862,1586,5
536401,2014-12-01,15862,449,3
536401,2014-12-01,15862,2604,3
536401,2014-12-01,15862,1198,9
536401,2014-12-01,15862,538,1
536401,2014-12-01,15862,1820,4
536401,2014-12-01,15862,3563,1
536401,2014-12-01,15862,1182,1
536401,2014-12-01,15862,1170,2
536401,2014-12-01,15862,2496,2
536402,2014-12-01,15513,2408,40
536402,2014-12-01,15513,2413,40
536402,2014-12-01,15513,1724,36
536403,2014-12-01,12791,1603,96
536403,2014-12-01,12791,2711,1
536404,2014-12-01,16218,1662,24
536404,2014-12-01,16218,827,12
536404,2014-12-01,16218,2553,12
536404,2014-12-01,16218,1533,12
536404,2014-12-01,16218,421,12
536404,2014-12-01,16218,1666,12
536404,2014-12-01,16218,3393,36
536404,2014-12-01,16218,3081,12
536404,2014-12-01,16218,3183,12
536404,2014-12-01,16218,2960,12
536404,2014-12-01,16218,542,12
536404,2014-12-01,16218,3036,12
536404,2014-12-01,16218,744,12
536404,2014-12-01,16218,2449,12
536404,2014-12-01,16218,2450,12
536404,2014-12-01,16218,2451,12
536404,2014-12-01,16218,3121,12
536404,2014-12-01,16218,3128,12
536404,2014-12-01,16218,37,12
536404,2014-12-01,16218,2364,24
536404,2014-12-01,16218,2362,24
536404,2014-12-01,16218,2363,24
536404,2014-12-01,16218,104,24
536404,2014-12-01,16218,2359,24
536404,2014-12-01,16218,2022,10
536404,2014-12-01,16218,2013,10
536404,2014-12-01,16218,2010,10
536404,2014-12-01,16218,1661,24
536405,2014-12-01,14045,3254,128
536406,2014-12-01,17850,3851,8
536406,2014-12-01,17850,3859,8
536406,2014-12-01,17850,885,8
536406,2014-12-01,17850,1124,6
536406,2014-12-01,17850,2895,6
536406,2014-12-01,17850,3031,6
536406,2014-12-01,17850,3700,6
536406,2014-12-01,17850,3701,6
536406,2014-12-01,17850,3899,4
536406,2014-12-01,17850,3902,4
536406,2014-12-01,17850,3917,6
536406,2014-12-01,17850,3913,6
536406,2014-12-01,17850,1873,6
536406,2014-12-01,17850,2871,6
536406,2014-12-01,17850,3085,2
536406,2014-12-01,17850,1758,2
536406,2014-12-01,17850,1487,6
536407,2014-12-01,17850,1606,6
536407,2014-12-01,17850,1609,6
536408,2014-12-01,14307,2040,24
536408,2014-12-01,14307,2037,24
536408,2014-12-01,14307,13,12
536408,2014-12-01,14307,745,12
536408,2014-12-01,14307,2787,12
536408,2014-12-01,14307,438,12
536408,2014-12-01,14307,3347,12
536408,2014-12-01,14307,2314,12
536408,2014-12-01,14307,1729,4
536408,2014-12-01,14307,2871,4
536408,2014-12-01,14307,3866,4
536408,2014-12-01,14307,37,6
536408,2014-12-01,14307,3116,12
536408,2014-12-01,14307,1,24
536408,2014-12-01,14307,3682,12
536408,2014-12-01,14307,3335,12
536408,2014-12-01,14307,2807,6
536408,2014-12-01,14307,1634,12
536408,2014-12-01,14307,3304,6
536408,2014-12-01,14307,1060,2
536408,2014-12-01,14307,1051,2
536408,2014-12-01,14307,2220,12
536408,2014-12-01,14307,2008,12
536408,2014-12-01,14307,209,8
536408,2014-12-01,14307,1703,3
536408,2014-12-01,14307,1998,3
536408,2014-12-01,14307,2489,8
536408,2014-12-01,14307,2479,36
536408,2014-12-01,14307,624,12
536408,2014-12-01,14307,3963,25
536408,2014-12-01,14307,131,4
536408,2014-12-01,14307,2854,3
536408,2014-12-01,14307,388,3
536408,2014-12-01,14307,2788,6
536408,2014-12-01,14307,2363,24
536408,2014-12-01,14307,3211,12
536408,2014-12-01,14307,413,3
536408,2014-12-01,14307,2668,12
536408,2014-12-01,14307,3358,30
536408,2014-12-01,14307,621,12
536408,2014-12-01,14307,2316,12
536408,2014-12-01,14307,2979,6
536408,2014-12-01,14307,868,12
536408,2014-12-01,14307,2930,10
536408,2014-12-01,14307,2129,36
536408,2014-12-01,14307,76,12
536408,2014-12-01,14307,3195,4
536408,2014-12-01,14307,250,12
536409,2014-12-01,17908,84,3
536409,2014-12-01,17908,3866,1
536409,2014-12-01,17908,3040,1
536409,2014-12-01,17908,3469,1
536409,2014-12-01,17908,3444,1
536409,2014-12-01,17908,710,1
536409,2014-12-01,17908,1608,1
536409,2014-12-01,17908,1234,1
536409,2014-12-01,17908,342,1
536409,2014-12-01,17908,3596,1
536409,2014-12-01,17908,3058,1
536409,2014-12-01,17908,3669,1
536409,2014-12-01,17908,2808,1
536409,2014-12-01,17908,2806,1
536409,2014-12-01,17908,825,1
536409,2014-12-01,17908,84,1
536409,2014-12-01,17908,1065,1
536409,2014-12-01,17908,3678,1
536409,2014-12-01,17908,1401,1
536409,2014-12-01,17908,342,5
536409,2014-12-01,17908,2039,1
536409,2014-12-01,17908,761,1
536409,2014-12-01,17908,585,1
536409,2014-12-01,17908,2387,6
536409,2014-12-01,17908,1302,6
536409,2014-12-01,17908,2604,1
536409,2014-12-01,17908,449,3
536409,2014-12-01,17908,1841,2
536409,2014-12-01,17908,367,12
536409,2014-12-01,17908,2459,28
536409,2014-12-01,17908,1002,24
536409,2014-12-01,17908,2521,1
536409,2014-12-01,17908,2643,1
536409,2014-12-01,17908,92,1
536409,2014-12-01,17908,3669,1
536409,2014-12-01,17908,127,12
536409,2014-12-01,17908,511,1
536409,2014-12-01,17908,95,1
536409,2014-12-01,17908,3062,1
536409,2014-12-01,17908,1823,1
536409,2014-12-01,17908,3027,2
536409,2014-12-01,17908,2309,1
536409,2014-12-01,17908,84,2
536409,2014-12-01,17908,1609,1
536409,2014-12-01,17908,1608,1
536409,2014-12-01,17908,1916,1
536409,2014-12-01,17908,2378,3
536409,2014-12-01,17908,2376,3
536409,2014-12-01,17908,158,6
536409,2014-12-01,17908,3393,2
536409,2014-12-01,17908,1828,2
536409,2014-12-01,17908,1832,1
536409,2014-12-01,17908,3501,1
536409,2014-12-01,17908,3495,1
536409,2014-12-01,17908,3062,1
536409,2014-12-01,17908,2334,12
536409,2014-12-01,17908,3040,1
536409,2014-12-01,17908,746,1
536412,2014-12-01,17920,2013,3
536412,2014-12-01,17920,2021,3
536412,2014-12-01,17920,2990,1
536412,2014-12-01,17920,2015,4
536412,2014-12-01,17920,2022,3
536412,2014-12-01,17920,2010,3
536412,2014-12-01,17920,2988,1
536412,2014-12-01,17920,2989,1
536412,2014-12-01,17920,1029,1
536412,2014-12-01,17920,3446,1
536412,2014-12-01,17920,1560,1
536412,2014-12-01,17920,472,1
536412,2014-12-01,17920,2841,1
536412,2014-12-01,17920,2514,1
536412,2014-12-01,17920,2989,1
536412,2014-12-01,17920,1238,1
536412,2014-12-01,17920,1232,3
536412,2014-12-01,17920,3623,5
536412,2014-12-01,17920,3130,1
536412,2014-12-01,17920,2850,10
536412,2014-12-01,17920,870,1
536412,2014-12-01,17920,94,1
536412,2014-12-01,17920,3036,3
536412,2014-12-01,17920,1794,24
536412,2014-12-01,17920,3,2
536412,2014-12-01,17920,1724,3
536412,2014-12-01,17920,1246,2
536412,2014-12-01,17920,1232,1
536412,2014-12-01,17920,1246,1
536412,2014-12-01,17920,94,2
536412,2014-12-01,17920,870,2
536412,2014-12-01,17920,3036,1
536412,2014-12-01,17920,80,6
536412,2014-12-01,17920,754,1
536412,2014-12-01,17920,753,2
536412,2014-12-01,17920,80,3
536412,2014-12-01,17920,94,7
536412,2014-12-01,17920,3,1
536412,2014-12-01,17920,3130,5
536412,2014-12-01,17920,79,5
536412,2014-12-01,17920,3036,12
536412,2014-12-01,17920,2867,5
536412,2014-12-01,17920,80,1
536412,2014-12-01,17920,871,2
536412,2014-12-01,17920,870,5
536412,2014-12-01,17920,1239,2
536412,2014-12-01,17920,1238,1
536412,2014-12-01,17920,1236,2
536412,2014-12-01,17920,1246,1
536412,2014-12-01,17920,1248,2
536412,2014-12-01,17920,2924,1
536412,2014-12-01,17920,1238,2
536412,2014-12-01,17920,1234,3
536412,2014-12-01,17920,754,1
536412,2014-12-01,17920,753,1
536412,2014-12-01,17920,1235,3
536412,2014-12-01,17920,1233,2
536412,2014-12-01,17920,3,1
536412,2014-12-01,17920,2408,1
536412,2014-12-01,17920,1233,2
536412,2014-12-01,17920,3,2
536412,2014-12-01,17920,2966,4
536412,2014-12-01,17920,3594,7
536412,2014-12-01,17920,3,2
536412,2014-12-01,17920,3594,7
536412,2014-12-01,17920,1320,1
536412,2014-12-01,17920,1319,1
536412,2014-12-01,17920,1322,1
536412,2014-12-01,17920,3048,2
536412,2014-12-01,17920,3393,5
536412,2014-12-01,17920,3062,2
536412,2014-12-01,17920,1321,1
536412,2014-12-01,17920,244,2
536412,2014-12-01,17920,2018,1
536412,2014-12-01,17920,3019,1
536412,2014-12-01,17920,1319,1
536412,2014-12-01,17920,3062,2
536412,2014-12-01,17920,1321,1
536412,2014-12-01,17920,3430,6
536412,2014-12-01,17920,3019,1
536412,2014-12-01,17920,2835,1
536415,2014-12-01,12838,98,10
536415,2014-12-01,12838,2413,5
536415,2014-12-01,12838,2926,3
536415,2014-12-01,12838,2932,3
536415,2014-12-01,12838,2930,3
536415,2014-12-01,12838,3117,5
536415,2014-12-01,12838,3652,2
536415,2014-12-01,12838,2864,5
536415,2014-12-01,12838,3894,3
536415,2014-12-01,12838,1665,1
536415,2014-12-01,12838,125,1
536415,2014-12-01,12838,1666,5
536415,2014-12-01,12838,1231,4
536415,2014-12-01,12838,2441,6
536415,2014-12-01,12838,3730,3
536415,2014-12-01,12838,3892,5
536415,2014-12-01,12838,3762,3
536415,2014-12-01,12838,1229,4
536415,2014-12-01,12838,3062,3
536415,2014-12-01,12838,1794,3
536415,2014-12-01,12838,319,12
536415,2014-12-01,12838,760,5
536415,2014-12-01,12838,759,4
536415,2014-12-01,12838,758,6
536415,2014-12-01,12838,2332,12
536415,2014-12-01,12838,1247,2
536415,2014-12-01,12838,2329,12
536415,2014-12-01,12838,2739,1
536415,2014-12-01,12838,708,2
536415,2014-12-01,12838,712,3
536415,2014-12-01,12838,766,3
536415,2014-12-01,12838,765,3
536415,2014-12-01,12838,2408,6
536415,2014-12-01,12838,1232,2
536415,2014-12-01,12838,2363,2
536415,2014-12-01,12838,2360,2
536415,2014-12-01,12838,97,2
536415,2014-12-01,12838,2361,3
536415,2014-12-01,12838,1602,3
536415,2014-12-01,12838,1603,3
536415,2014-12-01,12838,1604,3
536415,2014-12-01,12838,1607,3
536415,2014-12-01,12838,3059,2
536415,2014-12-01,12838,1244,4
536415,2014-12-01,12838,1243,3
536415,2014-12-01,12838,1245,3
536415,2014-12-01,12838,3662,2
536415,2014-12-01,12838,2671,3
536415,2014-12-01,12838,2669,3
536415,2014-12-01,12838,2672,3
536415,2014-12-01,12838,2045,3
536415,2014-12-01,12838,2039,3
536415,2014-12-01,12838,2042,3
536415,2014-12-01,12838,2041,3
536415,2014-12-01,12838,677,3
536415,2014-12-01,12838,1724,3
536415,2014-12-01,12838,3674,2
536415,2014-12-01,12838,1246,2
536415,2014-12-01,12838,3202,12
536416,2014-12-01,13255,2978,12
536416,2014-12-01,13255,2787,72
536416,2014-12-01,13255,918,12
536416,2014-12-01,13255,1207,4
536416,2014-12-01,13255,3633,4
536416,2014-12-01,13255,3913,6
536420,2014-12-01,16583,3911,12
536420,2014-12-01,16583,3605,12
536420,2014-12-01,16583,3606,12
536420,2014-12-01,16583,3021,6
536420,2014-12-01,16583,2814,12
536420,2014-12-01,16583,534,8
536420,2014-12-01,16583,1451,8
536420,2014-12-01,16583,1579,4
536420,2014-12-01,16583,3040,3
536420,2014-12-01,16583,320,6
536420,2014-12-01,16583,1863,6
536420,2014-12-01,16583,1860,4
536420,2014-12-01,16583,2091,6
536420,2014-12-01,16583,1717,12
536423,2014-12-01,18085,3195,4
536423,2014-12-01,18085,1214,6
536423,2014-12-01,18085,1607,12
536423,2014-12-01,18085,1724,8
536423,2014-12-01,18085,3866,8
536423,2014-12-01,18085,2914,8
536423,2014-12-01,18085,2871,8
536423,2014-12-01,18085,3040,16
536423,2014-12-01,18085,1579,8
536425,2014-12-01,13758,1724,8
536425,2014-12-01,13758,2348,12
536425,2014-12-01,13758,738,8
536425,2014-12-01,13758,2503,12
536425,2014-12-01,13758,668,6
536425,2014-12-01,13758,666,12
536425,2014-12-01,13758,661,12
536425,2014-12-01,13758,662,12
536425,2014-12-01,13758,664,12
536425,2014-12-01,13758,1073,8
536425,2014-12-01,13758,1444,3
536425,2014-12-01,13758,2907,4
536425,2014-12-01,13758,3285,6
536425,2014-12-01,13758,3284,6
536425,2014-12-01,13758,1207,2
536425,2014-12-01,13758,3532,2
536425,2014-12-01,13758,1794,12
536437,2014-12-01,13694,2837,200
536437,2014-12-01,13694,889,72
536437,2014-12-01,13694,2215,600
536437,2014-12-01,13694,667,48
536437,2014-12-01,13694,365,36
536437,2014-12-01,13694,822,48
536446,2014-12-01,15983,1733,32
536446,2014-12-01,15983,755,2
536446,2014-12-01,15983,753,2
536446,2014-12-01,15983,867,6
536446,2014-12-01,15983,2866,12
536446,2014-12-01,15983,1658,48
536446,2014-12-01,15983,2911,1
536446,2014-12-01,15983,849,5
536446,2014-12-01,15983,67,6
536446,2014-12-01,15983,1658,24
536446,2014-12-01,15983,4021,12
536446,2014-12-01,15983,1540,2
536446,2014-12-01,15983,456,2
536446,2014-12-01,15983,790,2
536446,2014-12-01,15983,1903,10
536446,2014-12-01,15983,3365,10
536446,2014-12-01,15983,3021,2
536446,2014-12-01,15983,3606,2
536446,2014-12-01,15983,3195,8
536446,2014-12-01,15983,76,6
536446,2014-12-01,15983,2979,12
536446,2014-12-01,15983,367,24
536446,2014-12-01,15983,2911,3
536446,2014-12-01,15983,1620,6
536446,2014-12-01,15983,1620,6
536446,2014-12-01,15983,449,10
536446,2014-12-01,15983,859,2
536446,2014-12-01,15983,1861,4
536446,2014-12-01,15983,868,4
536446,2014-12-01,15983,2665,24
536446,2014-12-01,15983,1733,16
536446,2014-12-01,15983,3008,24
536460,2014-12-01,14849,1377,12
536460,2014-12-01,14849,1861,12
536460,2014-12-01,14849,104,24
536460,2014-12-01,14849,209,24
536460,2014-12-01,14849,1203,12
536460,2014-12-01,14849,1544,2
536460,2014-12-01,14849,1760,4
536460,2014-12-01,14849,431,2
536460,2014-12-01,14849,2361,24
536460,2014-12-01,14849,2914,6
536460,2014-12-01,14849,706,8
536460,2014-12-01,14849,3685,2
536460,2014-12-01,14849,3684,2
536460,2014-12-01,14849,3222,24
536463,2014-12-01,14849,3814,12
536464,2014-12-01,17968,380,2
536464,2014-12-01,17968,984,2
536464,2014-12-01,17968,350,2
536464,2014-12-01,17968,989,3
536464,2014-12-01,17968,987,1
536464,2014-12-01,17968,493,1
536464,2014-12-01,17968,2641,3
536464,2014-12-01,17968,2752,1
536464,2014-12-01,17968,1826,1
536464,2014-12-01,17968,1828,1
536464,2014-12-01,17968,209,8
536464,2014-12-01,17968,2408,1
536464,2014-12-01,17968,2925,1
536464,2014-12-01,17968,1265,1
