InvoiceID,product_id,quantity,price,line_total
536390,2687,144,0.32,46.08
536390,976,40,4.95,198.0
536390,2914,24,4.25,102.0
536390,1873,24,3.39,81.36
536390,1182,24,3.75,90.0
536390,2487,48,1.48,71.03999999999999
536390,1717,96,1.25,120.0
536390,1828,100,1.65,165.0
536392,42,6,1.95,11.7
536392,3195,4,3.75,15.0
536392,3606,12,1.25,15.0
536392,3911,12,1.25,15.0
536392,2999,1,165.0,165.0
536392,2445,12,1.25,15.0
536392,2442,12,1.25,15.0
536392,2496,4,5.95,23.8
536392,209,16,1.69,27.04
536392,3475,24,0.65,15.600000000000001
536393,2915,8,9.95,79.6
536394,1209,24,0.42,10.08
536394,1609,96,1.85,177.60000000000002
536394,1608,96,1.85,177.60000000000002
536394,1604,96,1.85,177.60000000000002
536394,1607,96,1.85,177.60000000000002
536394,2914,12,4.95,59.400000000000006
536394,1009,12,3.75,45.0
536394,833,48,1.25,60.0
536394,1598,12,2.1,25.200000000000003
536394,3851,32,2.55,81.6
536394,3623,20,1.65,33.0
536395,365,8,3.95,31.6
536395,209,32,1.69,54.08
536395,2361,24,0.55,13.200000000000001
536395,100,24,0.55,13.200000000000001
536395,2363,24,0.55,13.200000000000001
536395,706,8,3.45,27.6
536395,3372,8,2.1,16.8
536395,136,4,3.75,15.0
536395,139,8,3.75,30.0
536395,137,8,3.75,30.0
536395,135,8,3.75,30.0
536395,1729,8,3.95,31.6
536395,1603,48,2.1,100.80000000000001
536395,1608,48,2.1,100.80000000000001
536396,3851,6,2.55,15.299999999999999
536396,3859,6,3.39,20.34
536396,885,8,2.75,22.0
536396,1121,6,4.95,29.700000000000003
536396,1124,6,4.95,29.700000000000003
536396,2895,6,1.06,6.36
536396,3031,6,1.06,6.36
536396,3700,6,1.06,6.36
536396,3701,6,1.06,6.36
536396,3899,2,4.95,9.9
536396,3902,4,6.95,27.8
536396,3917,6,2.1,12.600000000000001
536396,3913,12,2.55,30.599999999999998
536396,1873,6,3.39,20.34
536396,2871,6,3.39,20.34
536396,3085,2,7.65,15.3
536396,1758,2,35.75,71.5
536396,1487,6,4.25,25.5
536397,3120,12,4.65,55.800000000000004
536397,3124,48,4.65,223.20000000000002
536398,2334,24,0.29,6.959999999999999
536398,2836,6,2.95,17.700000000000003
536398,244,4,6.75,27.0
536398,2503,8,2.55,20.4
536398,3085,6,8.5,51.0
536398,1049,2,7.95,15.9
536398,1607,12,2.1,25.200000000000003
536398,1608,12,2.1,25.200000000000003
536398,1604,12,2.1,25.200000000000003
536398,3493,12,1.25,15.0
536398,2552,12,1.65,19.799999999999997
536398,3284,6,3.35,20.1
536398,1729,4,3.95,15.8
536398,1726,8,4.65,37.2
536398,746,9,4.95,44.550000000000004
536398,3866,4,3.75,15.0
536398,3040,9,4.95,44.550000000000004
536399,1606,6,1.85,11.100000000000001
536399,1609,6,1.85,11.100000000000001
536400,1717,12,1.45,17.4
536401,320,1,2.55,2.55
536401,523,1,1.25,1.25
536401,3352,2,1.25,2.5
536401,2489,1,2.95,2.95
536401,3285,1,3.35,3.35
536401,2498,1,1.45,1.45
536401,3020,1,1.25,1.25
536401,3036,2,1.25,2.5
536401,270,1,1.65,1.65
536401,1794,4,1.45,5.8
536401,1937,1,1.25,1.25
536401,3663,1,4.95,4.95
536401,3152,2,3.75,7.5
536401,3151,2,1.25,2.5
536401,3633,2,9.95,19.9
536401,1207,1,9.95,9.95
536401,2151,1,5.95,5.95
536401,1003,1,4.25,4.25
536401,3311,3,4.95,14.850000000000001
536401,1878,1,2.55,2.55
536401,2092,1,2.95,2.95
536401,4005,2,1.69,3.38
536401,1063,1,7.95,7.95
536401,281,1,0.55,0.55
536401,1865,1,0.55,0.55
536401,3588,2,0.55,1.1
536401,2095,4,2.95,11.8
536401,1741,2,2.1,4.2
536401,1582,1,2.1,2.1
536401,3221,1,1.25,1.25
536401,3063,1,0.85,0.85
536401,100,3,0.55,1.6500000000000001
536401,3201,1,2.95,2.95
536401,3200,1,2.95,2.95
536401,3214,2,1.25,2.5
536401,3027,3,1.25,3.75
536401,190,1,1.25,1.25
536401,3492,1,1.25,1.25
536401,373,2,1.65,3.3
536401,3477,2,2.95,5.9
536401,3422,2,2.95,5.9
536401,2605,1,5.95,5.95
536401,2912,1,1.25,1.25
536401,868,2,2.55,5.1
536401,1803,9,0.85,7.6499999999999995
536401,2015,1,1.65,1.65
536401,3851,4,2.95,11.8
536401,600,3,2.95,8.850000000000001
536401,3899,1,5.95,5.95
536401,212,1,7.95,7.95
536401,2018,1,1.65,1.65
536401,2021,2,1.65,3.3
536401,2027,1,1.65,1.65
536401,2017,1,1.65,1.65
536401,1586,5,2.55,12.75
536401,449,3,2.95,8.850000000000001
536401,2604,3,2.95,8.850000000000001
536401,1198,9,2.55,22.95
536401,538,1,16.95,16.95
536401,1820,4,2.95,11.8
536401,3563,1,10.65,10.65
536401,1182,1,4.25,4.25
536401,1170,2,6.95,13.9
536401,2496,2,5.95,11.9
536402,2408,40,2.55,102.0
536402,2413,40,2.55,102.0
536402,1724,36,4.25,153.0
536403,1603,96,1.85,177.60000000000002
536403,2711,1,15.0,15.0
536404,1662,24,1.25,30.0
536404,827,12,1.25,15.0
536404,2553,12,1.25,15.0
536404,1533,12,1.25,15.0
536404,421,12,1.25,15.0
536404,1666,12,1.65,19.799999999999997
536404,3393,36,0.85,30.599999999999998
536404,3081,12,1.25,15.0
536404,3183,12,1.25,15.0
536404,2960,12,1.25,15.0
536404,542,12,1.25,15.0
536404,3036,12,1.25,15.0
536404,744,12,1.25,15.0
536404,2449,12,0.85,10.2
536404,2450,12,0.85,10.2
536404,2451,12,0.85,10.2
536404,3121,12,1.25,15.0
536404,3128,12,1.25,15.0
536404,37,12,2.1,25.200000000000003
536404,2364,24,0.55,13.200000000000001
536404,2362,24,0.55,13.200000000000001
536404,2363,24,0.55,13.200000000000001
536404,104,24,0.55,13.200000000000001
536404,2359,24,0.55,13.200000000000001
536404,2022,10,1.65,16.5
536404,2013,10,1.65,16.5
536404,2010,10,1.65,16.5
536404,1661,24,1.65,39.599999999999994
536405,3254,128,2.55,326.4
536406,3851,8,2.55,20.4
536406,3859,8,3.39,27.12
536406,885,8,2.75,22.0
536406,1124,6,4.95,29.700000000000003
536406,2895,6,1.06,6.36
536406,3031,6,1.06,6.36
536406,3700,6,1.06,6.36
536406,3701,6,1.06,6.36
536406,3899,4,4.95,19.8
536406,3902,4,6.95,27.8
536406,3917,6,2.1,12.600000000000001
536406,3913,6,2.55,15.299999999999999
536406,1873,6,3.39,20.34
536406,2871,6,3.39,20.34
536406,3085,2,7.65,15.3
536406,1758,2,35.75,71.5
536406,1487,6,4.25,25.5
536407,1606,6,1.85,11.100000000000001
536407,1609,6,1.85,11.100000000000001
536408,2040,24,0.42,10.08
536408,2037,24,0.42,10.08
536408,13,12,0.85,10.2
536408,745,12,1.65,19.799999999999997
536408,2787,12,1.25,15.0
536408,438,12,1.25,15.0
536408,3347,12,0.85,10.2
536408,2314,12,1.95,23.4
536408,1729,4,3.95,15.8
536408,2871,4,3.75,15.0
536408,3866,4,3.75,15.0
536408,37,6,2.1,12.600000000000001
536408,3116,12,2.1,25.200000000000003
536408,1,24,0.85,20.4
536408,3682,12,1.25,15.0
536408,3335,12,0.95,11.399999999999999
536408,2807,6,2.95,17.700000000000003
536408,1634,12,1.65,19.799999999999997
536408,3304,6,1.65,9.899999999999999
536408,1060,2,7.95,15.9
536408,1051,2,7.95,15.9
536408,2220,12,1.65,19.799999999999997
536408,2008,12,0.85,10.2
536408,209,8,1.69,13.52
536408,1703,3,5.95,17.85
536408,1998,3,5.95,17.85
536408,2489,8,2.95,23.6
536408,2479,36,0.85,30.599999999999998
536408,624,12,0.42,5.04
536408,3963,25,0.42,10.5
536408,131,4,4.25,17.0
536408,2854,3,5.95,17.85
536408,388,3,5.95,17.85
536408,2788,6,3.75,22.5
536408,2363,24,0.55,13.200000000000001
536408,3211,12,1.45,17.4
536408,413,3,4.95,14.850000000000001
536408,2668,12,1.65,19.799999999999997
536408,3358,30,0.21,6.3
536408,621,12,0.42,5.04
536408,2316,12,1.95,23.4
536408,2979,6,2.55,15.299999999999999
536408,868,12,2.55,30.599999999999998
536408,2930,10,1.65,16.5
536408,2129,36,0.65,23.400000000000002
536408,76,12,1.25,15.0
536408,3195,4,3.75,15.0
536408,250,12,1.65,19.799999999999997
536409,84,3,6.35,19.049999999999997
536409,3866,1,3.75,3.75
536409,3040,1,4.95,4.95
536409,3469,1,6.75,6.75
536409,3444,1,1.25,1.25
536409,710,1,1.65,1.65
536409,1608,1,2.1,2.1
536409,1234,1,3.75,3.75
536409,342,1,2.1,2.1
536409,3596,1,2.1,2.1
536409,3058,1,2.95,2.95
536409,3669,1,1.25,1.25
536409,2808,1,1.25,1.25
536409,2806,1,2.95,2.95
536409,825,1,2.95,2.95
536409,84,1,6.35,6.35
536409,1065,1,7.95,7.95
536409,3678,1,4.25,4.25
536409,1401,1,3.75,3.75
536409,342,5,2.1,10.5
536409,2039,1,0.42,0.42
536409,761,1,1.25,1.25
536409,585,1,6.75,6.75
536409,2387,6,0.85,5.1
536409,1302,6,0.85,5.1
536409,2604,1,2.95,2.95
536409,449,3,2.95,8.850000000000001
536409,1841,2,1.95,3.9
536409,367,12,1.25,15.0
536409,2459,28,0.21,5.88
536409,1002,24,0.12,2.88
536409,2521,1,5.95,5.95
536409,2643,1,1.25,1.25
536409,92,1,1.65,1.65
536409,3669,1,1.25,1.25
536409,127,12,0.65,7.800000000000001
536409,511,1,5.95,5.95
536409,95,1,1.65,1.65
536409,3062,1,2.95,2.95
536409,1823,1,1.95,1.95
536409,3027,2,1.25,2.5
536409,2309,1,4.95,4.95
536409,84,2,6.35,12.7
536409,1609,1,2.1,2.1
536409,1608,1,2.1,2.1
536409,1916,1,1.65,1.65
536409,2378,3,1.45,4.35
536409,2376,3,1.45,4.35
536409,158,6,0.42,2.52
536409,3393,2,0.85,1.7
536409,1828,2,1.95,3.9
536409,1832,1,1.95,1.95
536409,3501,1,1.25,1.25
536409,3495,1,0.85,0.85
536409,3062,1,2.95,2.95
536409,2334,12,0.29,3.4799999999999995
536409,3040,1,4.95,4.95
536409,746,1,4.95,4.95
536412,2013,3,1.65,4.949999999999999
536412,2021,3,1.65,4.949999999999999
536412,2990,1,2.95,2.95
536412,2015,4,1.65,6.6
536412,2022,3,1.65,4.949999999999999
536412,2010,3,1.65,4.949999999999999
536412,2988,1,2.95,2.95
536412,2989,1,2.95,2.95
536412,1029,1,1.95,1.95
536412,3446,1,1.95,1.95
536412,1560,1,1.69,1.69
536412,472,1,1.69,1.69
536412,2841,1,1.69,1.69
536412,2514,1,1.69,1.69
536412,2989,1,2.95,2.95
536412,1238,1,2.95,2.95
536412,1232,3,4.25,12.75
536412,3623,5,1.65,8.25
536412,3130,1,1.65,1.65
536412,2850,10,0.65,6.5
536412,870,1,2.95,2.95
536412,94,1,1.65,1.65
536412,3036,3,1.25,3.75
536412,1794,24,1.45,34.8
536412,3,2,1.65,3.3
536412,1724,3,4.65,13.950000000000001
536412,1246,2,3.75,7.5
536412,1232,1,4.25,4.25
536412,1246,1,3.75,3.75
536412,94,2,1.65,3.3
536412,870,2,2.95,5.9
536412,3036,1,1.25,1.25
536412,80,6,1.65,9.899999999999999
536412,754,1,2.1,2.1
536412,753,2,2.1,4.2
536412,80,3,1.65,4.949999999999999
536412,94,7,1.65,11.549999999999999
536412,3,1,1.65,1.65
536412,3130,5,1.65,8.25
536412,79,5,1.65,8.25
536412,3036,12,1.25,15.0
536412,2867,5,1.65,8.25
536412,80,1,1.65,1.65
536412,871,2,2.95,5.9
536412,870,5,2.95,14.75
536412,1239,2,2.95,5.9
536412,1238,1,2.95,2.95
536412,1236,2,2.95,5.9
536412,1246,1,3.75,3.75
536412,1248,2,3.75,7.5
536412,2924,1,0.95,0.95
536412,1238,2,2.95,5.9
536412,1234,3,3.75,11.25
536412,754,1,2.1,2.1
536412,753,1,2.1,2.1
536412,1235,3,3.75,11.25
536412,1233,2,3.75,7.5
536412,3,1,1.65,1.65
536412,2408,1,2.95,2.95
536412,1233,2,3.75,7.5
536412,3,2,1.65,3.3
536412,2966,4,9.95,39.8
536412,3594,7,2.1,14.700000000000001
536412,3,2,1.65,3.3
536412,3594,7,2.1,14.700000000000001
536412,1320,1,4.95,4.95
536412,1319,1,4.95,4.95
536412,1322,1,4.95,4.95
536412,3048,2,6.75,13.5
536412,3393,5,0.85,4.25
536412,3062,2,2.95,5.9
536412,1321,1,4.95,4.95
536412,244,2,6.75,13.5
536412,2018,1,1.65,1.65
536412,3019,1,2.95,2.95
536412,1319,1,4.95,4.95
536412,3062,2,2.95,5.9
536412,1321,1,4.95,4.95
536412,3430,6,1.25,7.5
536412,3019,1,2.95,2.95
536412,2835,1,7.95,7.95
536415,98,10,0.55,5.5
536415,2413,5,2.95,14.75
536415,2926,3,1.65,4.949999999999999
536415,2932,3,1.65,4.949999999999999
536415,2930,3,1.65,4.949999999999999
536415,3117,5,0.85,4.25
536415,3652,2,1.25,2.5
536415,2864,5,2.95,14.75
536415,3894,3,1.45,4.35
536415,1665,1,2.95,2.95
536415,125,1,5.95,5.95
536415,1666,5,1.65,8.25
536415,1231,4,1.45,5.8
536415,2441,6,0.85,5.1
536415,3730,3,1.25,3.75
536415,3892,5,2.1,10.5
536415,3762,3,0.85,2.55
536415,1229,4,2.1,8.4
536415,3062,3,2.95,8.850000000000001
536415,1794,3,1.45,4.35
536415,319,12,0.85,10.2
536415,760,5,0.85,4.25
536415,759,4,0.85,3.4
536415,758,6,0.85,5.1
536415,2332,12,0.29,3.4799999999999995
536415,1247,2,3.75,7.5
536415,2329,12,0.29,3.4799999999999995
536415,2739,1,1.25,1.25
536415,708,2,2.1,4.2
536415,712,3,1.95,5.85
536415,766,3,8.5,25.5
536415,765,3,8.5,25.5
536415,2408,6,2.95,17.700000000000003
536415,1232,2,4.25,8.5
536415,2363,2,0.55,1.1
536415,2360,2,0.55,1.1
536415,97,2,0.55,1.1
536415,2361,3,0.55,1.6500000000000001
536415,1602,3,2.1,6.300000000000001
536415,1603,3,2.1,6.300000000000001
536415,1604,3,2.1,6.300000000000001
536415,1607,3,2.1,6.300000000000001
536415,3059,2,0.42,0.84
536415,1244,4,0.85,3.4
536415,1243,3,0.85,2.55
536415,1245,3,0.85,2.55
536415,3662,2,4.95,9.9
536415,2671,3,1.65,4.949999999999999
536415,2669,3,1.65,4.949999999999999
536415,2672,3,1.65,4.949999999999999
536415,2045,3,0.42,1.26
536415,2039,3,0.42,1.26
536415,2042,3,0.42,1.26
536415,2041,3,0.42,1.26
536415,677,3,2.95,8.850000000000001
536415,1724,3,4.65,13.950000000000001
536415,3674,2,1.25,2.5
536415,1246,2,3.75,7.5
536415,3202,12,2.95,35.400000000000006
536416,2978,12,1.25,15.0
536416,2787,72,1.25,90.0
536416,918,12,1.95,23.4
536416,1207,4,9.95,39.8
536416,3633,4,9.95,39.8
536416,3913,6,2.95,17.700000000000003
536420,3911,12,1.25,15.0
536420,3605,12,1.25,15.0
536420,3606,12,1.25,15.0
536420,3021,6,2.95,17.700000000000003
536420,2814,12,1.25,15.0
536420,534,8,2.55,20.4
536420,1451,8,2.55,20.4
536420,1579,4,3.75,15.0
536420,3040,3,4.95,14.850000000000001
536420,320,6,2.55,15.299999999999999
536420,1863,6,2.95,17.700000000000003
536420,1860,4,4.25,17.0
536420,2091,6,2.95,17.700000000000003
536420,1717,12,1.45,17.4
536423,3195,4,3.75,15.0
536423,1214,6,2.95,17.700000000000003
536423,1607,12,2.1,25.200000000000003
536423,1724,8,4.65,37.2
536423,3866,8,3.75,30.0
536423,2914,8,4.95,39.6
536423,2871,8,3.75,30.0
536423,3040,16,4.95,79.2
536423,1579,8,3.75,30.0
536425,1724,8,4.65,37.2
536425,2348,12,1.25,15.0
536425,738,8,4.95,39.6
536425,2503,12,2.55,30.599999999999998
536425,668,6,2.55,15.299999999999999
536425,666,12,1.45,17.4
536425,661,12,1.45,17.4
536425,662,12,1.45,17.4
536425,664,12,1.45,17.4
536425,1073,8,3.75,30.0
536425,1444,3,4.25,12.75
536425,2907,4,3.75,15.0
536425,3285,6,3.35,20.1
536425,3284,6,3.35,20.1
536425,1207,2,9.95,19.9
536425,3532,2,9.95,19.9
536425,1794,12,1.45,17.4
536437,2837,200,1.06,212.0
536437,889,72,3.39,244.08
536437,2215,600,0.24,144.0
536437,667,48,1.25,60.0
536437,365,36,3.39,122.04
536437,822,48,1.25,60.0
536446,1733,32,0.42,13.44
536446,755,2,1.45,2.9
536446,753,2,2.1,4.2
536446,867,6,1.25,7.5
536446,2866,12,1.25,15.0
536446,1658,48,1.25,60.0
536446,2911,1,1.95,1.95
536446,849,5,0.85,4.25
536446,67,6,2.55,15.299999999999999
536446,1658,24,1.25,30.0
536446,4021,12,1.25,15.0
536446,1540,2,1.65,3.3
536446,456,2,1.65,3.3
536446,790,2,1.65,3.3
536446,1903,10,0.85,8.5
536446,3365,10,0.42,4.2
536446,3021,2,2.95,5.9
536446,3606,2,1.25,2.5
536446,3195,8,3.75,30.0
536446,76,6,1.25,7.5
536446,2979,12,2.55,30.599999999999998
536446,367,24,1.25,30.0
536446,2911,3,1.95,5.85
536446,1620,6,1.65,9.899999999999999
536446,1620,6,1.65,9.899999999999999
536446,449,10,2.95,29.5
536446,859,2,9.95,19.9
536446,1861,4,2.55,10.2
536446,868,4,2.55,10.2
536446,2665,24,0.42,10.08
536446,1733,16,0.42,6.72
536446,3008,24,1.25,30.0
536460,1377,12,1.25,15.0
536460,1861,12,2.55,30.599999999999998
536460,104,24,0.55,13.200000000000001
536460,209,24,1.69,40.56
536460,1203,12,1.69,20.28
536460,1544,2,5.95,11.9
536460,1760,4,5.95,23.8
536460,431,2,5.95,11.9
536460,2361,24,0.55,13.200000000000001
536460,2914,6,4.95,29.700000000000003
536460,706,8,3.45,27.6
536460,3685,2,5.95,11.9
536460,3684,2,7.95,15.9
536460,3222,24,1.25,30.0
536463,3814,12,1.45,17.4
536464,380,2,4.25,8.5
536464,984,2,1.65,3.3
536464,350,2,4.25,8.5
536464,989,3,1.65,4.949999999999999
536464,987,1,1.65,1.65
536464,493,1,4.25,4.25
536464,2641,3,4.25,12.75
536464,2752,1,4.25,4.25
536464,1826,1,1.95,1.95
536464,1828,1,1.95,1.95
536464,209,8,1.69,13.52
536464,2408,1,2.95,2.95
536464,2925,1,1.65,1.65
536464,1265,1,3.25,3.25
536464,2057,2,2.95,5.9
536464,2328,1,0.29,0.29
536464,2334,1,0.29,0.29
536464,3430,1,1.25,1.25
536464,1662,1,1.25,1.25
536464,1658,1,1.25,1.25
536464,1659,1,1.65,1.65
536464,2314,2,1.95,3.9
536464,2316,6,1.95,11.7
536464,3393,5,0.85,4.25
536464,2361,1,0.55,0.55
536464,3195,1,3.75,3.75
536464,3534,1,0.42,0.42
536464,3746,1,2.95,2.95
536464,2413,1,2.95,2.95
536464,3219,1,1.25,1.25
536464,2933,2,1.65,3.3
536464,98,2,0.55,1.1
536464,769,6,0.85,5.1
536464,788,2,1.45,2.9
536464,3474,4,1.45,5.8
536464,1671,2,1.45,2.9
536464,2115,2,0.85,1.7
536464,3201,1,2.95,2.95
536464,3479,1,0.85,0.85
536464,3915,1,0.85,0.85
536464,777,2,0.85,1.7
536464,3200,1,2.95,2.95
536464,3274,1,1.25,1.25
536464,481,1,1.25,1.25
536464,3575,1,1.95,1.95
536464,2918,1,1.65,1.65
536464,2671,1,1.65,1.65
536464,2920,1,1.65,1.65
536464,1608,1,2.1,2.1
536464,58,2,1.25,2.5
536464,1608,1,2.1,2.1
536464,1608,3,2.1,6.300000000000001
536464,833,2,1.49,2.98
536464,52,1,2.1,2.1
536464,769,6,0.85,5.1
536464,2358,1,2.55,2.55
536464,2363,1,0.55,0.55
536464,2363,2,0.55,1.1
536464,2348,3,1.25,3.75
536464,3222,1,1.25,1.25
536464,3221,1,1.25,1.25
536464,3130,1,1.65,1.65
536464,3474,1,1.45,1.45
536464,795,3,0.85,2.55
536464,2287,5,0.85,4.25
536464,2934,5,1.65,8.25
536464,3112,2,4.95,9.9
536464,2058,1,2.95,2.95
536464,1001,1,1.65,1.65
